-0.989797	-2.240062	-0.691880	-68.568593	0.995890	-0.249723	-2.200734	-156.178025	-2.524136	-66.056562	-0.022365	-60.144251	-2.453919	-0.059992	-0.946841	-79.130571
-1.002884	-2.732515	-0.697325	-87.520119	1.011153	-0.660899	-2.059188	-166.573509	-2.181016	-78.051454	0.080791	-72.484629	-2.221094	-0.552821	-0.813771	-94.874329
-0.955988	-2.486229	-0.669008	-103.682281	0.978446	-0.825346	-1.942686	-176.068665	-1.780167	-92.428836	0.169831	-85.550863	-1.863658	-1.209767	-0.777776	-103.238189
-0.862196	-2.650499	-0.604751	-115.906543	0.878143	0.325900	-1.896957	-180.898027	-1.027483	-104.587899	0.297962	-98.133115	-1.205627	-1.127708	-0.887940	-112.258064
-0.755315	-2.157927	-0.525246	-123.782460	0.760395	-0.167559	-1.910022	-182.453212	-0.333619	-113.460821	0.406547	-107.327959	-0.691881	0.022186	-0.963203	-122.671895
-0.713871	-2.568364	-0.491485	-127.802567	0.727687	-0.578736	-1.900222	-181.962157	-0.211621	-121.347890	0.438037	-115.554838	-0.625202	-0.634879	-0.929389	-131.937791
-0.711691	-2.568364	-0.510000	-131.740466	0.751673	-0.907629	-1.902401	-182.698799	-0.176765	-130.467187	0.467354	-123.701015	-0.623016	-1.127708	-0.881397	-136.611702
-0.752043	-2.568364	-0.535049	-136.416810	0.790922	0.408183	-1.916554	-184.908844	-0.259549	-139.011412	0.472784	-132.169886	-0.729045	-1.291945	-0.922845	-141.859582
-0.796759	-2.240062	-0.556831	-142.159719	0.815999	-0.332006	-1.977528	-189.656422	-0.449082	-148.048624	0.447809	-141.364730	-0.875518	-0.306406	-0.988290	-149.731520
-0.860015	-2.404213	-0.590593	-148.230865	0.880323	-0.578736	-2.009103	-189.410835	-0.452349	-154.949839	0.487987	-148.623644	-0.911588	-0.552821	-0.998106	-159.981259
-0.911273	-2.650499	-0.647226	-158.486058	0.952280	-0.907629	-1.993860	-186.955204	-0.532956	-163.494064	0.503188	-156.285956	-1.018710	-1.127708	-0.957749	-168.263191
-0.950535	-1.747489	-0.664652	-169.971756	0.986077	0.325900	-1.886068	-179.015352	-0.569990	-171.874000	0.515133	-164.593538	-1.058061	-1.045530	-0.938115	-175.889109
-0.943992	-2.075791	-0.645048	-181.211543	0.945738	-0.743182	-1.751055	-174.022306	-0.295495	-181.075501	0.578111	-173.868968	-0.757465	0.022186	-0.941388	-183.022987
-0.891642	-2.650499	-0.606929	-189.743817	0.901037	-0.825346	-1.617133	-169.192825	0.490955	-185.347613	0.731217	-178.789025	-0.118017	-0.552821	-0.944660	-191.632867
-0.812027	-2.896667	-0.575346	-198.604327	0.832352	-0.660899	-1.491920	-163.381235	1.153231	-186.415671	0.851746	-178.547034	0.402289	-0.963472	-0.891213	-197.126767
-0.725869	-1.337051	-0.507822	-203.608790	0.753854	-0.002993	-1.361263	-152.903850	1.525759	-185.922804	0.897351	-178.627620	0.687581	-1.045530	-0.855219	-198.438677
-0.653888	-2.157927	-0.442475	-204.511295	0.654641	-0.660899	-1.260003	-140.625691	1.756685	-185.594107	0.926671	-179.676170	0.889800	-0.388465	-0.850855	-195.158723
-0.557915	-2.568364	-0.381485	-200.655366	0.580503	-0.578736	-1.195764	-132.522155	2.015929	-187.319440	0.967932	-180.886009	1.133555	-0.963472	-0.869398	-190.894806
-0.504474	-2.650499	-0.357525	-196.143081	0.533624	-0.167559	-1.152212	-129.247979	2.362317	-187.401525	1.026569	-180.240738	1.401359	-1.374123	-0.879215	-189.910843
-0.493568	-1.911640	-0.343366	-189.415579	0.535804	-0.249723	-1.108660	-125.318945	2.511547	-184.279675	1.055887	-178.869611	1.486620	0.022186	-0.801772	-188.598814
-0.526286	-2.568364	-0.364060	-184.821324	0.545615	-0.332006	-1.009577	-116.724234	2.359049	-182.472137	1.039599	-176.530636	1.331403	-1.045530	-0.717785	-182.859013
-0.521924	-2.404213	-0.354257	-179.734772	0.546706	-0.578736	-0.864767	-101.990444	2.134659	-180.582634	0.980963	-173.062409	1.177279	-1.538359	-0.674155	-177.119092
-0.481572	-3.060937	-0.342278	-177.355495	0.511818	-0.660899	-0.669869	-89.466818	2.235961	-176.885592	0.973361	-171.046011	1.352171	-0.142170	-0.609801	-170.395090
-0.405229	-1.747489	-0.287823	-174.894249	0.438770	-0.002993	-0.460818	-80.380933	2.813274	-169.984377	1.060230	-163.867682	1.873569	-0.881294	-0.535630	-163.671207
-0.326705	-1.911640	-0.226832	-172.268943	0.328656	-0.743182	-0.194062	-73.587114	3.361174	-157.989604	1.104750	-151.043322	2.344684	-1.374123	-0.430918	-157.275391
-0.206737	-2.732515	-0.139704	-164.310937	0.226172	-0.743182	0.152180	-59.835553	3.744597	-142.051297	1.121038	-136.363969	2.703214	-0.552821	-0.261854	-145.467484
-0.048598	-3.225088	-0.056933	-153.727625	0.072446	-1.072076	0.485354	-38.717097	3.950468	-128.413275	1.085204	-122.894456	2.930572	-0.799116	-0.144053	-126.771839
0.126992	-1.829624	0.078117	-137.893582	-0.100904	-0.167559	0.734691	-17.189488	4.036519	-116.007720	0.998336	-109.989627	3.067207	-1.209767	-0.118966	-107.994147
0.287312	-2.322078	0.193561	-117.301225	-0.272073	-0.743182	0.850105	-0.900512	3.886202	-103.684249	0.872378	-99.907638	3.019112	-0.306406	-0.080790	-91.512328
0.387648	-2.404213	0.263265	-94.493651	-0.356022	-0.085276	0.980762	12.441777	3.245711	-94.893531	0.662808	-89.422370	2.419014	-1.209767	0.043555	-75.276648
0.429092	-2.322078	0.302471	-74.639620	-0.397452	-1.318805	1.120129	25.456577	1.415743	-92.510921	0.217608	-85.308872	1.124812	-2.359661	0.178807	-62.648752
0.432362	-3.471375	0.297026	-59.954231	-0.394181	-0.496453	1.231188	39.617410	2.078017	-86.842173	0.344653	-81.356779	1.961015	-0.059992	0.316241	-51.988900
0.463991	-2.568364	0.297026	-53.472996	-0.403995	-0.249723	1.306316	48.866980	3.015877	-64.249143	0.482557	-60.628234	2.527228	0.022186	0.429678	-44.937069
0.480350	-2.157927	0.318808	-50.601542	-0.454145	0.161453	1.442417	59.426148	2.263193	-41.163247	0.289275	-35.786190	1.904175	-1.209767	0.568203	-34.687211
0.554511	-2.568364	0.387422	-43.135714	-0.526103	-0.989912	1.629691	67.857174	1.377619	-26.785864	0.042787	-21.510117	1.322658	-1.620418	0.680550	-22.387382
0.685384	-3.307104	0.454946	-33.454906	-0.659113	-0.989912	1.826765	79.152984	1.557348	-17.748653	0.017812	-12.879958	1.673535	-0.306406	0.750357	-5.987610
0.844615	-1.829624	0.572570	-19.097635	-0.812838	-0.167559	1.948711	93.231915	2.588884	-3.289185	0.156801	0.670141	2.570951	-0.388465	0.730725	8.772186
0.977669	-2.486229	0.666232	-1.951000	-0.954571	-0.743182	2.004241	111.403566	3.306711	15.689007	0.244754	19.301704	3.133885	-1.127708	0.739450	22.547899
1.034381	-2.568364	0.704350	20.364278	-0.990550	-0.578736	2.090256	130.311977	3.387316	34.009804	0.246927	38.739708	3.165584	-1.209767	0.864885	38.045636
1.042015	-2.732515	0.694549	41.941228	-0.987279	-1.318805	2.162118	144.309006	3.064894	49.948112	0.152457	54.145033	2.868267	-1.538359	0.983778	58.381378
1.037653	-2.978802	0.699994	64.010357	-0.982918	0.161453	2.157762	158.387937	2.564920	64.407698	0.035186	66.727285	2.497715	-0.388465	0.971779	80.193004
1.048559	-2.404213	0.715241	84.028447	-1.002543	-0.578736	2.027105	168.947225	2.223980	76.320387	-0.051682	78.583681	2.257238	-1.291945	0.838708	95.444840
1.000573	-3.060937	0.688014	100.436757	-0.953482	-0.578736	1.902982	179.178904	1.831844	89.465422	-0.135293	93.585727	1.927129	-1.045530	0.812529	105.530605
0.911141	-2.814651	0.619400	112.578930	-0.849908	-1.154359	1.846364	183.271624	1.108570	101.953181	-0.278625	105.764699	1.280029	-1.538359	0.893245	113.320497
0.796627	-2.978802	0.538807	120.044639	-0.741972	0.079170	1.867051	184.908711	0.399457	111.647549	-0.385039	114.152867	0.768468	-0.470643	0.989231	124.472390
0.751913	-2.322078	0.511579	124.967132	-0.709264	-0.660899	1.863785	184.663243	0.250228	120.027486	-0.410014	122.460449	0.648230	-1.127708	0.953236	133.246244
0.745368	-3.225088	0.513757	128.905150	-0.717986	-0.578736	1.850718	186.218429	0.213193	128.078844	-0.437160	131.897167	0.663534	-0.963472	0.907425	139.560133
0.793356	-2.732515	0.538807	133.171287	-0.753965	-1.072076	1.850718	187.937419	0.324298	137.116055	-0.448019	140.124047	0.780493	-1.702596	0.922695	143.250081
0.829345	-3.060937	0.561678	138.339928	-0.789944	-0.002993	1.923670	192.193823	0.453921	145.988978	-0.436074	148.270340	0.901823	-0.388465	1.006682	151.039973
0.891512	-2.322078	0.605243	146.051786	-0.854268	-0.743182	1.962866	192.603095	0.464813	153.958132	-0.458878	155.206678	0.918220	-0.881294	1.018681	160.961764
0.937317	-3.060937	0.645539	155.404594	-0.913141	-0.578736	1.944357	190.638519	0.545419	160.941432	-0.470821	164.159531	1.039552	-1.127708	0.987049	171.047648
0.988576	-2.814651	0.669499	166.480084	-0.942579	-1.318805	1.826765	181.716438	0.623846	169.649946	-0.494711	172.144420	1.095298	-1.620418	0.932511	177.115516
0.974397	-3.142953	0.650985	177.145485	-0.915323	0.243617	1.704819	177.132544	0.341726	178.933651	-0.558776	180.693993	0.822030	-0.224228	0.959780	184.659507
0.920958	-2.650499	0.612866	186.662352	-0.876073	-0.414170	1.566540	172.057596	-0.437100	184.356026	-0.694507	185.210654	0.146508	-1.291945	0.964144	192.695300
0.842434	-2.978802	0.572570	195.768892	-0.797575	-0.414170	1.444594	166.900865	-1.132052	184.109532	-0.811780	187.307754	-0.374888	-1.045530	0.917242	199.501230
0.770453	-2.896667	0.510491	200.281177	-0.715806	-1.236522	1.309582	155.359349	-1.480618	183.370053	-0.888875	186.178501	-0.645972	-1.538359	0.855069	199.419183
0.676661	-2.732515	0.449500	200.773474	-0.616594	0.161453	1.217034	144.309006	-1.701740	184.848893	-0.907334	186.662484	-0.839446	-0.552821	0.870339	196.139229
0.592682	-2.568364	0.389600	197.409723	-0.555539	-0.578736	1.139728	135.059555	-1.983859	185.670458	-0.935567	187.711034	-1.091946	-1.374123	0.893245	194.089257
0.532700	-2.650499	0.363462	192.979527	-0.499936	-0.660899	1.112507	132.112750	-2.314996	185.177590	-0.992031	188.194899	-1.363029	-1.538359	0.873612	192.039405
0.533790	-2.978802	0.354749	186.580263	-0.493395	-1.154359	1.063511	127.365172	-2.467494	183.287968	-1.035465	185.613933	-1.438451	-0.470643	0.823437	189.989433
0.553421	-3.060937	0.359104	180.673295	-0.507569	0.079170	0.978585	120.080178	-2.345496	180.658985	-1.012661	182.952265	-1.316027	-1.209767	0.748176	186.463458
0.561055	-2.322078	0.369995	176.407158	-0.528283	-0.414170	0.826152	104.691530	-2.114572	178.358579	-0.955112	181.177858	-1.153159	-1.702596	0.665280	179.083560
0.511977	-3.060937	0.344946	174.356120	-0.481402	-0.825346	0.642142	92.822643	-2.214784	175.318814	-0.963798	177.709631	-1.314935	-0.306406	0.631466	172.277631
0.454174	-2.896667	0.293758	171.730814	-0.402904	-1.154359	0.418938	82.836432	-2.814970	168.171225	-1.034378	170.128022	-1.863658	-1.538359	0.566022	166.209763
0.357110	-3.142953	0.225146	168.120914	-0.306961	0.161453	0.163068	76.533668	-3.325836	155.436972	-1.081070	158.594203	-2.299795	-1.374123	0.430770	159.403834
0.245868	-2.322078	0.158710	161.885828	-0.193575	-0.249723	-0.172286	62.945911	-3.679849	140.813096	-1.095187	143.834265	-2.627718	-0.224228	0.284610	146.776056
0.080095	-3.060937	0.049799	150.153863	-0.044211	-0.496453	-0.527236	42.482314	-3.898791	127.257279	-1.057182	129.477490	-2.876940	-1.456181	0.179898	129.556295
-0.088950	-2.568364	-0.052576	134.730148	0.128050	-0.743182	-0.764597	21.118390	-3.991378	113.865870	-0.975743	119.072924	-3.019040	-1.866832	0.116635	110.450537
-0.247090	-3.799677	-0.181090	114.137671	0.285045	-1.565535	-0.902875	4.665610	-3.841059	102.281760	-0.870415	107.135826	-2.962199	-0.224228	0.083912	92.492833
-0.334339	-2.404213	-0.260595	92.068543	0.397342	0.079170	-1.033532	-9.167734	-3.246319	93.737534	-0.640215	95.682710	-2.421127	0.022186	-0.008801	77.815085
-0.380144	-1.583338	-0.282377	70.983889	0.404973	-0.002993	-1.167455	-22.919295	-1.402191	89.958289	-0.181985	93.747015	-1.090854	-1.456181	-0.164777	65.433328
-0.413952	-2.322078	-0.274752	58.595687	0.413696	-0.907629	-1.276335	-35.115551	-1.996930	84.125251	-0.331833	88.988246	-1.880054	-1.866832	-0.305484	54.363481
-0.417225	-3.225088	-0.291089	51.868184	0.448583	-1.976711	-1.388483	-46.329579	-2.989253	64.079120	-0.482766	67.533844	-2.531527	-0.799116	-0.411286	45.589627
-0.445581	-3.471375	-0.333565	46.699662	0.496554	0.161453	-1.507163	-56.561377	-2.345496	40.089455	-0.277540	42.449926	-1.954383	-0.552821	-0.532358	37.061674
-0.512108	-1.911640	-0.367326	40.710605	0.557609	-0.002993	-1.688993	-65.156088	-1.421798	24.561810	-0.031052	29.544981	-1.332423	-0.717057	-0.668701	24.843891
-0.658251	-2.814651	-0.459900	29.881145	0.682988	-0.414170	-1.889334	-75.387887	-1.532903	14.785238	-0.013678	19.543695	-1.626460	-1.456181	-0.740691	7.296182
-0.808755	-2.650499	-0.562277	16.098141	0.850886	-0.496453	-2.004748	-90.612732	-2.535028	1.558118	-0.135293	6.396758	-2.534806	0.022186	-0.701423	-7.627587
-0.936356	-3.060937	-0.670098	-2.853385	0.969723	-0.907629	-2.063543	-109.193654	-3.305139	-17.091377	-0.229762	-12.315390	-3.131626	-0.963472	-0.709058	-21.075472
-0.993069	-1.829624	-0.696235	-23.445742	1.024236	0.161453	-2.131049	-127.201619	-3.422781	-36.644641	-0.230848	-30.704961	-3.157861	-0.717057	-0.835586	-35.261180
-0.993069	-2.240062	-0.687522	-46.253316	1.001342	-0.332006	-2.220332	-142.262779	-3.068768	-53.075935	-0.142895	-46.997431	-2.850705	-1.045530	-0.980654	-57.072925
-0.999612	-2.650499	-0.688612	-66.927762	1.011153	-0.578736	-2.199644	-155.359481	-2.561170	-66.878126	-0.031052	-60.789522	-2.477967	-0.470643	-0.945750	-79.048525
-0.999612	-2.650499	-0.710394	-87.602209	1.023147	-0.907629	-2.076610	-167.555738	-2.206070	-78.297947	0.080791	-72.887908	-2.236398	-0.799116	-0.815952	-95.284323
-0.970166	-1.993775	-0.679899	-104.584785	0.988257	0.243617	-1.931798	-175.904861	-1.796506	-92.593125	0.165488	-86.599413	-1.878962	-0.717057	-0.775595	-103.156142
-0.869830	-2.075791	-0.602573	-116.891017	0.870511	-0.743182	-1.900222	-181.143614	-1.042732	-104.341525	0.302305	-98.375106	-1.214370	-0.963472	-0.883578	-112.668058
-0.764040	-2.404213	-0.524158	-123.454341	0.774569	-0.332006	-1.906755	-182.043941	-0.344512	-113.378736	0.402203	-107.569950	-0.706091	-0.224228	-0.959930	-123.163817
-0.702965	-2.814651	-0.501286	-129.033190	0.727687	-1.072076	-1.913289	-182.944386	-0.217068	-121.101397	0.440208	-115.393550	-0.619737	-0.799116	-0.937024	-132.511759
-0.712782	-1.911640	-0.503464	-132.724941	0.747312	0.161453	-1.886068	-182.617016	-0.176765	-130.467187	0.465183	-124.265700	-0.609900	-0.881294	-0.889031	-136.611702
-0.749862	-2.240062	-0.524158	-136.745048	0.770208	-0.578736	-1.916554	-185.400018	-0.231229	-139.093616	0.479299	-132.573165	-0.699532	-0.881294	-0.920662	-142.105602
-0.793487	-2.650499	-0.548118	-140.847126	0.822539	-0.332006	-1.970994	-189.001564	-0.397885	-148.295117	0.455411	-141.606604	-0.844911	-0.799116	-0.987199	-149.649473
