label,I_rms,V_rms,V_pu,S,P,Delta,Phi,Q
1,2.281540378428591,130.68312108386095,0.9841295887344466,894.4764525957045,849.9437327083535,0.0,14.30213192384802,-216.6816215833724
2,0.5064156078489233,127.82642507551921,0.9626167946986766,194.19989026132174,158.4517453223318,0.1462873206864902,32.29642223096774,-99.58990559498143
3,1.7929746298062417,127.82642507551921,0.9626167946986766,687.5686115377031,663.6565791622818,0.1462873206864902,10.47384805842956,-120.93664888117878
4,0.5336156248168178,127.55714891777396,0.9605889686704953,204.19946315882947,-160.36902291094378,-1.1002022145656054,142.25867149582228,-119.27924347715377
5,0.4560912140490713,127.55714891777396,0.9605889686704953,174.53308473163713,117.46289911201137,-1.1002022145656054,-47.4447352799256,123.10933078895243
6,0.24288538676145408,123.34370845598812,0.9288589993031928,89.87515299877413,-50.02779292476394,-3.223001081503494,122.1735415282593,-70.40494026246249
7,0.455946976470807,123.34370845598812,0.9288589993031928,168.7145728116135,-117.409621750032,-3.223001081503494,132.43361882758674,-114.74892666562396
8,0.34455478613392443,124.78151667533254,0.9396866379442567,128.98220637460778,58.07892557125811,28.20069159662937,-27.078351973059423,83.81110673855464
